INSTANCIA 150_150_3

ALFA 0.15 =============

EXECUCAO 1
Custo: 1983.000000
Vertices: 65
Tempo: 0.612949
Label	|	Custo
 127	|	34.000
 139	|	35.000
  99	|	35.000
 106	|	21.000
  34	|	21.000
 105	|	26.000
  89	|	28.000
 125	|	34.000
  48	|	35.000
  27	|	35.000
  79	|	37.000
 114	|	39.000
 128	|	27.000
  33	|	35.000
  40	|	39.000
 140	|	40.000
  35	|	40.000
   2	|	40.000
 108	|	41.000
 102	|	41.000
  55	|	43.000
 121	|	44.000
  39	|	45.000
 122	|	47.000
 111	|	48.000

EXECUCAO 6
Custo: 1918.000000
Vertices: 63
Tempo: 0.630067
Label	|	Custo
 144	|	24.000
 141	|	24.000
  74	|	22.000
  54	|	22.000
  82	|	20.000
 106	|	21.000
 145	|	20.000
 115	|	20.000
  96	|	23.000
  83	|	23.000
   4	|	25.000
 105	|	26.000
 100	|	26.000
 119	|	23.000
 110	|	23.000
  24	|	22.000
 129	|	23.000
  60	|	23.000
 113	|	25.000
   6	|	25.000
  81	|	22.000
  65	|	22.000
  17	|	23.000
  34	|	21.000
 107	|	22.000
  67	|	29.000
 150	|	30.000
 133	|	30.000
 123	|	30.000
  47	|	30.000
  93	|	26.000
  86	|	26.000
  21	|	26.000
 146	|	31.000
 136	|	31.000
 112	|	29.000
 109	|	32.000
  88	|	32.000
  77	|	42.000
  31	|	28.000
  49	|	33.000
 125	|	34.000
 139	|	35.000
  99	|	35.000
 128	|	27.000
  89	|	28.000
  48	|	35.000
  33	|	35.000
 117	|	37.000
  35	|	40.000
   2	|	40.000
 108	|	41.000
 114	|	39.000
 140	|	40.000
 102	|	41.000
  92	|	41.000
  85	|	42.000
  55	|	43.000
 138	|	45.000
 137	|	45.000
  39	|	45.000
 122	|	47.000
 111	|	48.000

EXECUCAO 7
Custo: 1918.000000
Vertices: 63
Tempo: 0.631206
Label	|	Custo
 144	|	24.000
 141	|	24.000
  74	|	22.000
  54	|	22.000
  82	|	20.000
 106	|	21.000
 145	|	20.000
 115	|	20.000
  96	|	23.000
  83	|	23.000
   4	|	25.000
 105	|	26.000
 100	|	26.000
 119	|	23.000
 110	|	23.000
  24	|	22.000
 129	|	23.000
  60	|	23.000
 113	|	25.000
   6	|	25.000
  81	|	22.000
  65	|	22.000
  17	|	23.000
  34	|	21.000
 107	|	22.000
  67	|	29.000
 150	|	30.000
 133	|	30.000
 123	|	30.000
  47	|	30.000
  93	|	26.000
  86	|	26.000
  21	|	26.000
 146	|	31.000
 136	|	31.000
 112	|	29.000
 109	|	32.000
  88	|	32.000
  77	|	42.000
  31	|	28.000
  49	|	33.000
 125	|	34.000
 139	|	35.000
  99	|	35.000
 128	|	27.000
  89	|	28.000
  48	|	35.000
  33	|	35.000
 117	|	37.000
  35	|	40.000
   2	|	40.000
 108	|	41.000
 114	|	39.000
 140	|	40.000
 102	|	41.000
  92	|	41.000
  85	|	42.000
  55	|	43.000
 138	|	45.000
 137	|	45.000
  39	|	45.000
 122	|	47.000
 111	|	48.000

EXECUCAO 8
Custo: 1918.000000
Vertices: 63
Tempo: 0.624090
Label	|	Custo
 144	|	24.000
 141	|	24.000
  74	|	22.000
  54	|	22.000
  82	|	20.000
 106	|	21.000
 145	|	20.000
 115	|	20.000
  96	|	23.000
  83	|	23.000
   4	|	25.000
 105	|	26.000
 100	|	26.000
 119	|	23.000
 110	|	23.000
  24	|	22.000
 129	|	23.000
  60	|	23.000
 113	|	25.000
   6	|	25.000
  81	|	22.000
  65	|	22.000
  17	|	23.000
  34	|	21.000
 107	|	22.000
  67	|	29.000
 150	|	30.000
 133	|	30.000
 123	|	30.000
  47	|	30.000
  93	|	26.000
  86	|	26.000
  21	|	26.000
 146	|	31.000
 136	|	31.000
 112	|	29.000
 109	|	32.000
  88	|	32.000
  77	|	42.000
  31	|	28.000
  49	|	33.000
 125	|	34.000
 139	|	35.000
  99	|	35.000
 128	|	27.000
  89	|	28.000
  48	|	35.000
  33	|	35.000
 117	|	37.000
  35	|	40.000
   2	|	40.000
 108	|	41.000
 114	|	39.000
 140	|	40.000
 102	|	41.000
  92	|	41.000
  85	|	42.000
  55	|	43.000
 138	|	45.000
 137	|	45.000
  39	|	45.000
 122	|	47.000
 111	|	48.000

EXECUCAO 9
Custo: 1921.000000
Vertices: 63
Tempo: 0.635093
Label	|	Custo
 101	|	23.000
  83	|	23.000
  14	|	20.000
 106	|	21.000
  17	|	23.000
 144	|	24.000
 107	|	22.000
  81	|	22.000
   6	|	25.000
   4	|	25.000
 105	|	26.000
  15	|	22.000
 119	|	23.000
 129	|	23.000
 110	|	23.000
 100	|	26.000
  93	|	26.000
  86	|	26.000
  66	|	27.000
  77	|	42.000
 128	|	27.000
  89	|	28.000
  31	|	28.000
  57	|	25.000
  21	|	26.000
  60	|	23.000
 141	|	24.000
  67	|	29.000
 112	|	29.000
 150	|	30.000
  65	|	22.000
  54	|	22.000
  47	|	30.000
 146	|	31.000
 136	|	31.000
  96	|	23.000
 134	|	30.000
 123	|	30.000
  88	|	32.000
 127	|	34.000
 115	|	20.000
  34	|	21.000
 125	|	34.000
  48	|	35.000
  33	|	35.000
 147	|	36.000
  79	|	37.000
  44	|	38.000
 114	|	39.000
  99	|	35.000
  40	|	39.000
 140	|	40.000
  35	|	40.000
   2	|	40.000
 102	|	41.000
  92	|	41.000
  84	|	42.000
 139	|	35.000
  55	|	43.000
 121	|	44.000
  39	|	45.000
 122	|	47.000
 111	|	48.000

EXECUCAO 10
Custo: 2004.000000
Vertices: 65
Tempo: 0.649258
Label	|	Custo
 107	|	22.000
  81	|	22.000
  83	|	23.000
  60	|	23.000
 106	|	21.000
  34	|	21.000
  14	|	20.000
  65	|	22.000
 113	|	25.000
  70	|	25.000
   6	|	25.000
 129	|	23.000
 119	|	23.000
 110	|	23.000
  15	|	22.000
  96	|	23.000
 105	|	26.000
 100	|	26.000
  21	|	26.000
 128	|	27.000
  93	|	26.000
  86	|	26.000
   7	|	27.000
   4	|	25.000
  89	|	28.000
 103	|	24.000
  57	|	25.000
  77	|	42.000
  31	|	28.000
 141	|	24.000
  67	|	29.000
  54	|	22.000
 101	|	23.000
  47	|	30.000
 146	|	31.000
 136	|	31.000
 150	|	30.000
 134	|	30.000
 123	|	30.000
 109	|	32.000
  26	|	33.000
 115	|	20.000
 112	|	29.000
 125	|	34.000
  48	|	35.000
  33	|	35.000
 147	|	36.000
  44	|	38.000
 114	|	39.000
  40	|	39.000
  99	|	35.000
 140	|	40.000
  35	|	40.000
   2	|	40.000
 102	|	41.000
  84	|	42.000
  55	|	43.000
 121	|	44.000
  12	|	44.000
 139	|	35.000
 138	|	45.000
  39	|	45.000
  36	|	46.000
 122	|	47.000
 111	|	48.000

=====

ALFA 0.30 =============

EXECUCAO 1
Custo: 1957.000000
Vertices: 63
Tempo: 0.661557
Label	|	Custo
 110	|	23.000
 101	|	23.000
 113	|	25.000
 129	|	23.000
 133	|	30.000
  60	|	23.000
  81	|	22.000
 115	|	20.000
  14	|	20.000
  52	|	22.000
 146	|	31.000
  47	|	30.000
  31	|	28.000
 150	|	30.000
 128	|	27.000
   7	|	27.000
  77	|	42.000
 145	|	20.000
 100	|	26.000
  67	|	29.000
  10	|	31.000
 135	|	32.000
 105	|	26.000
  93	|	26.000
  89	|	28.000
  49	|	33.000
  34	|	21.000
 106	|	21.000
  26	|	33.000
 127	|	34.000
  83	|	23.000
 144	|	24.000
  30	|	34.000
 123	|	30.000
  57	|	25.000
  86	|	26.000
  65	|	22.000
  54	|	22.000
  48	|	35.000
 119	|	23.000
  80	|	36.000
 107	|	22.000
  96	|	23.000
 130	|	36.000
  68	|	38.000
 114	|	39.000
  40	|	39.000
  22	|	37.000
 140	|	40.000
  79	|	37.000
  91	|	40.000
 139	|	35.000
  99	|	35.000
 102	|	41.000
  19	|	42.000
  35	|	40.000
  55	|	43.000
  45	|	34.000
 121	|	44.000
  12	|	44.000
  39	|	45.000
 111	|	48.000
  98	|	49.000

EXECUCAO 2
Custo: 1957.000000
Vertices: 63
Tempo: 0.657518
Label	|	Custo
 110	|	23.000
 101	|	23.000
 113	|	25.000
 129	|	23.000
 133	|	30.000
  60	|	23.000
  81	|	22.000
 115	|	20.000
  14	|	20.000
  52	|	22.000
 146	|	31.000
  47	|	30.000
  31	|	28.000
 150	|	30.000
 128	|	27.000
   7	|	27.000
  77	|	42.000
 145	|	20.000
 100	|	26.000
  67	|	29.000
  10	|	31.000
 135	|	32.000
 105	|	26.000
  93	|	26.000
  89	|	28.000
  49	|	33.000
  34	|	21.000
 106	|	21.000
  26	|	33.000
 127	|	34.000
  83	|	23.000
 144	|	24.000
  30	|	34.000
 123	|	30.000
  57	|	25.000
  86	|	26.000
  65	|	22.000
  54	|	22.000
  48	|	35.000
 119	|	23.000
  80	|	36.000
 107	|	22.000
  96	|	23.000
 130	|	36.000
  68	|	38.000
 114	|	39.000
  40	|	39.000
  22	|	37.000
 140	|	40.000
  79	|	37.000
  91	|	40.000
 139	|	35.000
  99	|	35.000
 102	|	41.000
  19	|	42.000
  35	|	40.000
  55	|	43.000
  45	|	34.000
 121	|	44.000
  12	|	44.000
  39	|	45.000
 111	|	48.000
  98	|	49.000

EXECUCAO 3
Custo: 2119.000000
Vertices: 67
Tempo: 0.637293
Label	|	Custo
  82	|	20.000
  14	|	20.000
  32	|	27.000
 123	|	30.000
 144	|	24.000
  93	|	26.000
 104	|	27.000
  77	|	42.000
  17	|	23.000
  89	|	28.000
 110	|	23.000
   4	|	25.000
  15	|	22.000
 106	|	21.000
  34	|	21.000
  65	|	22.000
 128	|	27.000
  66	|	27.000
  31	|	28.000
 112	|	29.000
  54	|	22.000
 100	|	26.000
  52	|	22.000
  67	|	29.000
  21	|	26.000
 105	|	26.000
   9	|	30.000
  88	|	32.000
  87	|	33.000
  59	|	26.000
 124	|	30.000
  30	|	34.000
 109	|	32.000
  71	|	31.000
  83	|	23.000
  57	|	25.000
  96	|	23.000
 146	|	31.000
 136	|	31.000
  29	|	31.000
 130	|	36.000
   5	|	36.000
  63	|	37.000
  49	|	33.000
  37	|	35.000
  68	|	38.000
  23	|	34.000
  99	|	35.000
  11	|	35.000
 114	|	39.000
  40	|	39.000
  35	|	40.000
   2	|	40.000
 139	|	35.000
 140	|	40.000
 108	|	41.000
 102	|	41.000
  72	|	40.000
  55	|	43.000
 121	|	44.000
  39	|	45.000
  86	|	26.000
 122	|	47.000
 111	|	48.000
 145	|	20.000
   8	|	48.000
  98	|	49.000

EXECUCAO 4
Custo: 1938.000000
Vertices: 63
Tempo: 0.633143
Label	|	Custo
 105	|	26.000
 100	|	26.000
   4	|	25.000
  54	|	22.000
   6	|	25.000
   7	|	27.000
  34	|	21.000
 103	|	24.000
 128	|	27.000
  59	|	26.000
  93	|	26.000
  86	|	26.000
  57	|	25.000
 115	|	20.000
  21	|	26.000
 123	|	30.000
  66	|	27.000
  89	|	28.000
  60	|	23.000
  65	|	22.000
  83	|	23.000
 141	|	24.000
  70	|	25.000
  47	|	30.000
 112	|	29.000
 136	|	31.000
 109	|	32.000
  38	|	32.000
 129	|	23.000
  15	|	22.000
  74	|	22.000
  77	|	42.000
 107	|	22.000
 119	|	23.000
  82	|	20.000
  37	|	35.000
  11	|	35.000
 145	|	20.000
 106	|	21.000
  50	|	38.000
 148	|	37.000
  44	|	38.000
 140	|	40.000
 117	|	37.000
 125	|	34.000
  33	|	35.000
  49	|	33.000
  26	|	33.000
  61	|	40.000
 108	|	41.000
 102	|	41.000
  72	|	40.000
  35	|	40.000
  96	|	23.000
 114	|	39.000
   2	|	40.000
  67	|	29.000
  55	|	43.000
  12	|	44.000
 138	|	45.000
 142	|	42.000
 137	|	45.000
 111	|	48.000

EXECUCAO 5
Custo: 1938.000000
Vertices: 63
Tempo: 0.636715
Label	|	Custo
 105	|	26.000
 100	|	26.000
   4	|	25.000
  54	|	22.000
   6	|	25.000
   7	|	27.000
  34	|	21.000
 103	|	24.000
 128	|	27.000
  59	|	26.000
  93	|	26.000
  86	|	26.000
  57	|	25.000
 115	|	20.000
  21	|	26.000
 123	|	30.000
  66	|	27.000
  89	|	28.000
  60	|	23.000
  65	|	22.000
  83	|	23.000
 141	|	24.000
  70	|	25.000
  47	|	30.000
 112	|	29.000
 136	|	31.000
 109	|	32.000
  38	|	32.000
 129	|	23.000
  15	|	22.000
  74	|	22.000
  77	|	42.000
 107	|	22.000
 119	|	23.000
  82	|	20.000
  37	|	35.000
  11	|	35.000
 145	|	20.000
 106	|	21.000
  50	|	38.000
 148	|	37.000
  44	|	38.000
 140	|	40.000
 117	|	37.000
 125	|	34.000
  33	|	35.000
  49	|	33.000
  26	|	33.000
  61	|	40.000
 108	|	41.000
 102	|	41.000
  72	|	40.000
  35	|	40.000
  96	|	23.000
 114	|	39.000
   2	|	40.000
  67	|	29.000
  55	|	43.000
  12	|	44.000
 138	|	45.000
 142	|	42.000
 137	|	45.000
 111	|	48.000

EXECUCAO 6
Custo: 1938.000000
Vertices: 63
Tempo: 0.631807
Label	|	Custo
 105	|	26.000
 100	|	26.000
   4	|	25.000
  54	|	22.000
   6	|	25.000
   7	|	27.000
  34	|	21.000
 103	|	24.000
 128	|	27.000
  59	|	26.000
  93	|	26.000
  86	|	26.000
  57	|	25.000
 115	|	20.000
  21	|	26.000
 123	|	30.000
  66	|	27.000
  89	|	28.000
  60	|	23.000
  65	|	22.000
  83	|	23.000
 141	|	24.000
  70	|	25.000
  47	|	30.000
 112	|	29.000
 136	|	31.000
 109	|	32.000
  38	|	32.000
 129	|	23.000
  15	|	22.000
  74	|	22.000
  77	|	42.000
 107	|	22.000
 119	|	23.000
  82	|	20.000
  37	|	35.000
  11	|	35.000
 145	|	20.000
 106	|	21.000
  50	|	38.000
 148	|	37.000
  44	|	38.000
 140	|	40.000
 117	|	37.000
 125	|	34.000
  33	|	35.000
  49	|	33.000
  26	|	33.000
  61	|	40.000
 108	|	41.000
 102	|	41.000
  72	|	40.000
  35	|	40.000
  96	|	23.000
 114	|	39.000
   2	|	40.000
  67	|	29.000
  55	|	43.000
  12	|	44.000
 138	|	45.000
 142	|	42.000
 137	|	45.000
 111	|	48.000

EXECUCAO 7
Custo: 1957.000000
Vertices: 64
Tempo: 0.644272
Label	|	Custo
 107	|	22.000
  81	|	22.000
  96	|	23.000
  57	|	25.000
  74	|	22.000
 112	|	29.000
 150	|	30.000
   6	|	25.000
   4	|	25.000
  82	|	20.000
  17	|	23.000
 104	|	27.000
  52	|	22.000
 133	|	30.000
  69	|	30.000
 113	|	25.000
  70	|	25.000
 119	|	23.000
 110	|	23.000
  83	|	23.000
 128	|	27.000
 136	|	31.000
  31	|	28.000
 105	|	26.000
  21	|	26.000
  77	|	42.000
  67	|	29.000
 100	|	26.000
 109	|	32.000
  60	|	23.000
  26	|	33.000
 106	|	21.000
  93	|	26.000
  86	|	26.000
  71	|	31.000
 139	|	35.000
  99	|	35.000
  89	|	28.000
 146	|	31.000
  29	|	31.000
  30	|	34.000
  48	|	35.000
 145	|	20.000
 115	|	20.000
 125	|	34.000
 117	|	37.000
 116	|	39.000
 114	|	39.000
  49	|	33.000
  42	|	36.000
 102	|	41.000
  34	|	21.000
  65	|	22.000
  35	|	40.000
 103	|	24.000
   2	|	40.000
 108	|	41.000
  58	|	43.000
  55	|	43.000
 137	|	45.000
  39	|	45.000
 122	|	47.000
 111	|	48.000
  98	|	49.000

EXECUCAO 8
Custo: 1957.000000
Vertices: 64
Tempo: 0.606707
Label	|	Custo
 107	|	22.000
  81	|	22.000
  96	|	23.000
  57	|	25.000
  74	|	22.000
 112	|	29.000
 150	|	30.000
   6	|	25.000
   4	|	25.000
  82	|	20.000
  17	|	23.000
 104	|	27.000
  52	|	22.000
 133	|	30.000
  69	|	30.000
 113	|	25.000
  70	|	25.000
 119	|	23.000
 110	|	23.000
  83	|	23.000
 128	|	27.000
 136	|	31.000
  31	|	28.000
 105	|	26.000
  21	|	26.000
  77	|	42.000
  67	|	29.000
 100	|	26.000
 109	|	32.000
  60	|	23.000
  26	|	33.000
 106	|	21.000
  93	|	26.000
  86	|	26.000
  71	|	31.000
 139	|	35.000
  99	|	35.000
  89	|	28.000
 146	|	31.000
  29	|	31.000
  30	|	34.000
  48	|	35.000
 145	|	20.000
 115	|	20.000
 125	|	34.000
 117	|	37.000
 116	|	39.000
 114	|	39.000
  49	|	33.000
  42	|	36.000
 102	|	41.000
  34	|	21.000
  65	|	22.000
  35	|	40.000
 103	|	24.000
   2	|	40.000
 108	|	41.000
  58	|	43.000
  55	|	43.000
 137	|	45.000
  39	|	45.000
 122	|	47.000
 111	|	48.000
  98	|	49.000

EXECUCAO 9
Custo: 1957.000000
Vertices: 64
Tempo: 0.649347
Label	|	Custo
 107	|	22.000
  81	|	22.000
  96	|	23.000
  57	|	25.000
  74	|	22.000
 112	|	29.000
 150	|	30.000
   6	|	25.000
   4	|	25.000
  82	|	20.000
  17	|	23.000
 104	|	27.000
  52	|	22.000
 133	|	30.000
  69	|	30.000
 113	|	25.000
  70	|	25.000
 119	|	23.000
 110	|	23.000
  83	|	23.000
 128	|	27.000
 136	|	31.000
  31	|	28.000
 105	|	26.000
  21	|	26.000
  77	|	42.000
  67	|	29.000
 100	|	26.000
 109	|	32.000
  60	|	23.000
  26	|	33.000
 106	|	21.000
  93	|	26.000
  86	|	26.000
  71	|	31.000
 139	|	35.000
  99	|	35.000
  89	|	28.000
 146	|	31.000
  29	|	31.000
  30	|	34.000
  48	|	35.000
 145	|	20.000
 115	|	20.000
 125	|	34.000
 117	|	37.000
 116	|	39.000
 114	|	39.000
  49	|	33.000
  42	|	36.000
 102	|	41.000
  34	|	21.000
  65	|	22.000
  35	|	40.000
 103	|	24.000
   2	|	40.000
 108	|	41.000
  58	|	43.000
  55	|	43.000
 137	|	45.000
  39	|	45.000
 122	|	47.000
 111	|	48.000
  98	|	49.000

EXECUCAO 10
Custo: 1984.000000
Vertices: 64
Tempo: 0.639805
Label	|	Custo
   4	|	25.000
 105	|	26.000
  74	|	22.000
  21	|	26.000
 110	|	23.000
 144	|	24.000
 145	|	20.000
  67	|	29.000
 150	|	30.000
 107	|	22.000
  59	|	26.000
 133	|	30.000
 115	|	20.000
   7	|	27.000
  83	|	23.000
  60	|	23.000
 119	|	23.000
 134	|	30.000
  77	|	42.000
  57	|	25.000
 106	|	21.000
 136	|	31.000
  71	|	31.000
  29	|	31.000
 101	|	23.000
 100	|	26.000
  93	|	26.000
  38	|	32.000
  34	|	21.000
 123	|	30.000
  65	|	22.000
 141	|	24.000
  46	|	33.000
 127	|	34.000
  32	|	27.000
 112	|	29.000
  26	|	33.000
 125	|	34.000
 104	|	27.000
  54	|	22.000
  33	|	35.000
  37	|	35.000
 148	|	37.000
  96	|	23.000
  86	|	26.000
 128	|	27.000
  79	|	37.000
  50	|	38.000
  89	|	28.000
 130	|	36.000
 140	|	40.000
  75	|	40.000
 117	|	37.000
  72	|	40.000
  35	|	40.000
  84	|	42.000
  55	|	43.000
 118	|	44.000
   2	|	40.000
 102	|	41.000
  12	|	44.000
 137	|	45.000
  39	|	45.000
 111	|	48.000

=====

ALFA 0.50 =============

EXECUCAO 1
Custo: 2166.000000
Vertices: 68
Tempo: 0.666258
Label	|	Custo
  34	|	21.000
 113	|	25.000
  21	|	26.000
 146	|	31.000
 124	|	30.000
  57	|	25.000
   9	|	30.000
 112	|	29.000
 101	|	23.000
  93	|	26.000
   6	|	25.000
 136	|	31.000
  86	|	26.000
 145	|	20.000
  20	|	34.000
 139	|	35.000
  23	|	34.000
  87	|	33.000
  69	|	30.000
  15	|	22.000
  99	|	35.000
  11	|	35.000
  65	|	22.000
  14	|	20.000
  25	|	49.000
 105	|	26.000
  31	|	28.000
  42	|	36.000
 110	|	23.000
  88	|	32.000
 106	|	21.000
 125	|	34.000
 100	|	26.000
 103	|	24.000
  33	|	35.000
  89	|	28.000
  81	|	22.000
  63	|	37.000
  44	|	38.000
 116	|	39.000
   4	|	25.000
 134	|	30.000
  75	|	40.000
  37	|	35.000
  96	|	23.000
 104	|	27.000
  67	|	29.000
 109	|	32.000
   5	|	36.000
  71	|	31.000
  83	|	23.000
   2	|	40.000
  35	|	40.000
  17	|	23.000
  40	|	39.000
  72	|	40.000
 141	|	24.000
 128	|	27.000
  58	|	43.000
  55	|	43.000
  29	|	31.000
 102	|	41.000
 121	|	44.000
 122	|	47.000
  39	|	45.000
  36	|	46.000
 111	|	48.000
   8	|	48.000

EXECUCAO 2
Custo: 2096.000000
Vertices: 67
Tempo: 0.664559
Label	|	Custo
  34	|	21.000
 113	|	25.000
  21	|	26.000
 146	|	31.000
 124	|	30.000
  57	|	25.000
   9	|	30.000
 112	|	29.000
 101	|	23.000
  93	|	26.000
   6	|	25.000
 136	|	31.000
  86	|	26.000
 145	|	20.000
  20	|	34.000
 139	|	35.000
  23	|	34.000
  87	|	33.000
  69	|	30.000
  15	|	22.000
  99	|	35.000
  11	|	35.000
  49	|	33.000
  46	|	33.000
 129	|	23.000
  67	|	29.000
  83	|	23.000
  88	|	32.000
 106	|	21.000
 127	|	34.000
 125	|	34.000
  25	|	49.000
  30	|	34.000
  71	|	31.000
  48	|	35.000
  81	|	22.000
  38	|	32.000
 116	|	39.000
 114	|	39.000
  14	|	20.000
  52	|	22.000
   5	|	36.000
  79	|	37.000
  89	|	28.000
 100	|	26.000
  44	|	38.000
  76	|	39.000
  70	|	25.000
 110	|	23.000
   4	|	25.000
 103	|	24.000
  65	|	22.000
  17	|	23.000
  96	|	23.000
  54	|	22.000
 149	|	42.000
   2	|	40.000
  40	|	39.000
 140	|	40.000
 105	|	26.000
 121	|	44.000
  39	|	45.000
  16	|	47.000
  29	|	31.000
  55	|	43.000
   8	|	48.000
  98	|	49.000

EXECUCAO 3
Custo: 2039.000000
Vertices: 65
Tempo: 0.660968
Label	|	Custo
 106	|	21.000
  83	|	23.000
 109	|	32.000
